instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
1345,2011-03-01,Spring,2011,3,7,0,Tue,1,Clear,0.2,0.1818,0.59,0.3284,2,105,107,Pagi (05–11)
1346,2011-03-01,Spring,2011,3,8,0,Tue,1,Clear,0.2,0.1818,0.59,0.3881,10,204,214,Pagi (05–11)
1347,2011-03-01,Spring,2011,3,9,0,Tue,1,Clear,0.22,0.197,0.55,0.4179,8,116,124,Pagi (05–11)
1348,2011-03-01,Spring,2011,3,10,0,Tue,1,Clear,0.24,0.2121,0.52,0.2836,13,55,68,Pagi (05–11)
1349,2011-03-01,Spring,2011,3,11,0,Tue,1,Clear,0.28,0.2727,0.45,0.2537,8,48,56,Pagi (05–11)
1350,2011-03-01,Spring,2011,3,12,0,Tue,1,Clear,0.3,0.303,0.39,0.1343,6,80,86,Siang (12–16)
1351,2011-03-01,Spring,2011,3,13,0,Tue,1,Clear,0.32,0.3485,0.39,0.0,13,65,78,Siang (12–16)
1352,2011-03-01,Spring,2011,3,14,0,Tue,1,Clear,0.32,0.3333,0.36,0.1343,18,61,79,Siang (12–16)
1353,2011-03-01,Spring,2011,3,15,0,Tue,1,Clear,0.34,0.3636,0.34,0.0,7,57,64,Siang (12–16)
1354,2011-03-01,Spring,2011,3,16,0,Tue,1,Clear,0.34,0.3485,0.34,0.0896,10,92,102,Siang (12–16)
1355,2011-03-01,Spring,2011,3,17,0,Tue,1,Clear,0.34,0.3485,0.34,0.0896,12,230,242,Sore (17–20)
1356,2011-03-01,Spring,2011,3,18,0,Tue,1,Clear,0.32,0.3182,0.39,0.194,10,214,224,Sore (17–20)
1357,2011-03-01,Spring,2011,3,19,0,Tue,1,Clear,0.3,0.303,0.49,0.1343,4,115,119,Sore (17–20)
1358,2011-03-01,Spring,2011,3,20,0,Tue,1,Clear,0.3,0.3182,0.61,0.0896,2,86,88,Sore (17–20)
1359,2011-03-01,Spring,2011,3,21,0,Tue,1,Clear,0.26,0.303,0.56,0.0,8,55,63,Malam (21–04)
1360,2011-03-01,Spring,2011,3,22,0,Tue,1,Clear,0.24,0.2727,0.62,0.1045,3,44,47,Malam (21–04)
1361,2011-03-01,Spring,2011,3,23,0,Tue,1,Clear,0.24,0.2273,0.65,0.2239,2,23,25,Malam (21–04)
1362,2011-03-02,Spring,2011,3,0,0,Wed,1,Clear,0.22,0.2273,0.69,0.1642,3,5,8,Malam (21–04)
1363,2011-03-02,Spring,2011,3,1,0,Wed,1,Clear,0.22,0.2273,0.69,0.194,0,4,4,Malam (21–04)
1364,2011-03-02,Spring,2011,3,2,0,Wed,1,Clear,0.22,0.2273,0.69,0.194,0,2,2,Malam (21–04)
1365,2011-03-02,Spring,2011,3,3,0,Wed,1,Clear,0.22,0.2121,0.69,0.2836,3,1,4,Malam (21–04)
1366,2011-03-02,Spring,2011,3,4,0,Wed,1,Clear,0.2,0.2121,0.75,0.1343,1,0,1,Malam (21–04)
1367,2011-03-02,Spring,2011,3,5,0,Wed,1,Clear,0.22,0.2121,0.69,0.2239,0,5,5,Pagi (05–11)
1368,2011-03-02,Spring,2011,3,6,0,Wed,1,Clear,0.22,0.2121,0.55,0.2537,1,39,40,Pagi (05–11)
1369,2011-03-02,Spring,2011,3,7,0,Wed,1,Clear,0.22,0.2121,0.64,0.2537,2,108,110,Pagi (05–11)
1370,2011-03-02,Spring,2011,3,8,0,Wed,1,Clear,0.24,0.2121,0.65,0.2836,13,243,256,Pagi (05–11)
1371,2011-03-02,Spring,2011,3,9,0,Wed,1,Clear,0.28,0.2576,0.56,0.2985,7,141,148,Pagi (05–11)
1372,2011-03-02,Spring,2011,3,10,0,Wed,1,Clear,0.32,0.303,0.49,0.2836,11,65,76,Pagi (05–11)
1373,2011-03-02,Spring,2011,3,11,0,Wed,1,Clear,0.34,0.303,0.53,0.3284,8,65,73,Pagi (05–11)
1374,2011-03-02,Spring,2011,3,12,0,Wed,1,Clear,0.4,0.4091,0.43,0.194,20,62,82,Siang (12–16)
1375,2011-03-02,Spring,2011,3,13,0,Wed,1,Clear,0.5,0.4848,0.25,0.0,35,90,125,Siang (12–16)
1376,2011-03-02,Spring,2011,3,14,0,Wed,1,Clear,0.52,0.5,0.23,0.2985,21,75,96,Siang (12–16)
1377,2011-03-02,Spring,2011,3,15,0,Wed,1,Clear,0.54,0.5152,0.19,0.4179,19,91,110,Siang (12–16)
1378,2011-03-02,Spring,2011,3,16,0,Wed,1,Clear,0.54,0.5152,0.19,0.3284,27,112,139,Siang (12–16)
1379,2011-03-02,Spring,2011,3,17,0,Wed,1,Clear,0.5,0.4848,0.23,0.2836,30,238,268,Sore (17–20)
1380,2011-03-02,Spring,2011,3,18,0,Wed,1,Clear,0.46,0.4545,0.23,0.4925,8,193,201,Sore (17–20)
1381,2011-03-02,Spring,2011,3,19,0,Wed,1,Clear,0.4,0.4091,0.28,0.5224,6,144,150,Sore (17–20)
1382,2011-03-02,Spring,2011,3,20,0,Wed,1,Clear,0.36,0.3333,0.29,0.4179,9,86,95,Sore (17–20)
1383,2011-03-02,Spring,2011,3,21,0,Wed,1,Clear,0.34,0.2879,0.29,0.4627,3,68,71,Malam (21–04)
1384,2011-03-02,Spring,2011,3,22,0,Wed,1,Clear,0.3,0.2576,0.26,0.5522,4,44,48,Malam (21–04)
1385,2011-03-02,Spring,2011,3,23,0,Wed,1,Clear,0.26,0.2121,0.3,0.5224,0,22,22,Malam (21–04)
1386,2011-03-03,Spring,2011,3,0,0,Thu,1,Clear,0.24,0.197,0.3,0.4627,3,10,13,Malam (21–04)
1387,2011-03-03,Spring,2011,3,1,0,Thu,1,Clear,0.24,0.197,0.3,0.4627,0,1,1,Malam (21–04)
1388,2011-03-03,Spring,2011,3,2,0,Thu,1,Clear,0.2,0.1667,0.27,0.4627,1,2,3,Malam (21–04)
1389,2011-03-03,Spring,2011,3,3,0,Thu,1,Clear,0.2,0.1667,0.27,0.4627,0,1,1,Malam (21–04)
1390,2011-03-03,Spring,2011,3,4,0,Thu,1,Clear,0.16,0.1212,0.31,0.4925,0,1,1,Malam (21–04)
1391,2011-03-03,Spring,2011,3,5,0,Thu,1,Clear,0.14,0.1212,0.33,0.2985,1,7,8,Pagi (05–11)
1392,2011-03-03,Spring,2011,3,6,0,Thu,1,Clear,0.14,0.1212,0.33,0.2985,1,34,35,Pagi (05–11)
1393,2011-03-03,Spring,2011,3,7,0,Thu,1,Clear,0.12,0.0909,0.42,0.4179,1,110,111,Pagi (05–11)
1394,2011-03-03,Spring,2011,3,8,0,Thu,1,Clear,0.14,0.1212,0.39,0.2985,4,216,220,Pagi (05–11)
1395,2011-03-03,Spring,2011,3,9,0,Thu,1,Clear,0.16,0.1364,0.37,0.2836,10,135,145,Pagi (05–11)
1396,2011-03-03,Spring,2011,3,10,0,Thu,1,Clear,0.18,0.1818,0.29,0.194,7,49,56,Pagi (05–11)
1397,2011-03-03,Spring,2011,3,11,0,Thu,1,Clear,0.2,0.2273,0.29,0.0896,10,40,50,Pagi (05–11)
1398,2011-03-03,Spring,2011,3,12,0,Thu,1,Clear,0.22,0.2273,0.25,0.1343,7,65,72,Siang (12–16)
1399,2011-03-03,Spring,2011,3,13,0,Thu,1,Clear,0.22,0.2576,0.25,0.0896,13,67,80,Siang (12–16)
1400,2011-03-03,Spring,2011,3,14,0,Thu,1,Clear,0.24,0.2576,0.21,0.1045,18,60,78,Siang (12–16)
1401,2011-03-03,Spring,2011,3,15,0,Thu,1,Clear,0.24,0.2879,0.23,0.0,6,62,68,Siang (12–16)
1402,2011-03-03,Spring,2011,3,16,0,Thu,1,Clear,0.26,0.303,0.23,0.0,6,65,71,Siang (12–16)
1403,2011-03-03,Spring,2011,3,17,0,Thu,1,Clear,0.26,0.303,0.22,0.0,17,185,202,Sore (17–20)
1404,2011-03-03,Spring,2011,3,18,0,Thu,1,Clear,0.24,0.2121,0.35,0.3284,6,161,167,Sore (17–20)
1405,2011-03-03,Spring,2011,3,19,0,Thu,1,Clear,0.2,0.197,0.4,0.2537,5,101,106,Sore (17–20)
1406,2011-03-03,Spring,2011,3,20,0,Thu,1,Clear,0.2,0.2273,0.4,0.0896,1,69,70,Sore (17–20)
1407,2011-03-03,Spring,2011,3,21,0,Thu,1,Clear,0.18,0.2121,0.4,0.1045,3,48,51,Malam (21–04)
1408,2011-03-03,Spring,2011,3,22,0,Thu,1,Clear,0.2,0.2576,0.4,0.0,3,50,53,Malam (21–04)
1409,2011-03-03,Spring,2011,3,23,0,Thu,1,Misty,0.18,0.2121,0.43,0.0896,0,23,23,Malam (21–04)
1410,2011-03-04,Spring,2011,3,0,0,Fri,1,Misty,0.2,0.197,0.55,0.194,0,12,12,Malam (21–04)
1411,2011-03-04,Spring,2011,3,1,0,Fri,1,Misty,0.18,0.1818,0.64,0.194,0,4,4,Malam (21–04)
1412,2011-03-04,Spring,2011,3,2,0,Fri,1,Misty,0.18,0.1818,0.64,0.194,0,2,2,Malam (21–04)
1413,2011-03-04,Spring,2011,3,3,0,Fri,1,Misty,0.18,0.1667,0.74,0.2537,0,1,1,Malam (21–04)
1414,2011-03-04,Spring,2011,3,4,0,Fri,1,Misty,0.18,0.1818,0.74,0.194,1,0,1,Malam (21–04)
1415,2011-03-04,Spring,2011,3,5,0,Fri,1,Misty,0.16,0.1818,0.74,0.1343,0,7,7,Pagi (05–11)
1416,2011-03-04,Spring,2011,3,6,0,Fri,1,Misty,0.16,0.197,0.74,0.0896,1,28,29,Pagi (05–11)
1417,2011-03-04,Spring,2011,3,7,0,Fri,1,Clear,0.16,0.1818,0.8,0.1343,0,83,83,Pagi (05–11)
1418,2011-03-04,Spring,2011,3,8,0,Fri,1,Clear,0.18,0.197,0.74,0.1343,6,222,228,Pagi (05–11)
1419,2011-03-04,Spring,2011,3,9,0,Fri,1,Clear,0.22,0.2273,0.6,0.1343,12,138,150,Pagi (05–11)
1420,2011-03-04,Spring,2011,3,10,0,Fri,1,Clear,0.24,0.2273,0.6,0.2537,10,56,66,Pagi (05–11)
1421,2011-03-04,Spring,2011,3,11,0,Fri,1,Clear,0.28,0.2727,0.52,0.2239,16,73,89,Pagi (05–11)
1422,2011-03-04,Spring,2011,3,12,0,Fri,1,Clear,0.32,0.303,0.43,0.1642,10,87,97,Siang (12–16)
1423,2011-03-04,Spring,2011,3,13,0,Fri,1,Clear,0.34,0.3182,0.42,0.2239,13,74,87,Siang (12–16)
1424,2011-03-04,Spring,2011,3,14,0,Fri,1,Clear,0.36,0.3333,0.4,0.2836,30,65,95,Siang (12–16)
1425,2011-03-04,Spring,2011,3,15,0,Fri,1,Clear,0.36,0.3333,0.4,0.2985,31,75,106,Siang (12–16)
1426,2011-03-04,Spring,2011,3,16,0,Fri,1,Clear,0.36,0.3485,0.46,0.194,17,101,118,Siang (12–16)
1427,2011-03-04,Spring,2011,3,17,0,Fri,1,Misty,0.36,0.3333,0.5,0.2537,22,206,228,Sore (17–20)
1428,2011-03-04,Spring,2011,3,18,0,Fri,1,Misty,0.34,0.303,0.53,0.2985,15,172,187,Sore (17–20)
1429,2011-03-04,Spring,2011,3,19,0,Fri,1,Clear,0.32,0.303,0.61,0.2537,5,102,107,Sore (17–20)
1430,2011-03-04,Spring,2011,3,20,0,Fri,1,Misty,0.3,0.2879,0.7,0.194,9,78,87,Sore (17–20)
1431,2011-03-04,Spring,2011,3,21,0,Fri,1,Misty,0.3,0.2879,0.7,0.2239,6,64,70,Malam (21–04)
1432,2011-03-04,Spring,2011,3,22,0,Fri,1,Clear,0.3,0.2879,0.7,0.194,4,40,44,Malam (21–04)
1433,2011-03-04,Spring,2011,3,23,0,Fri,1,Misty,0.3,0.303,0.75,0.1642,6,40,46,Malam (21–04)
1434,2011-03-05,Spring,2011,3,0,0,Sat,0,Misty,0.28,0.2879,0.81,0.1045,4,15,19,Malam (21–04)
1435,2011-03-05,Spring,2011,3,1,0,Sat,0,Misty,0.3,0.3182,0.81,0.1045,5,20,25,Malam (21–04)
1436,2011-03-05,Spring,2011,3,2,0,Sat,0,Misty,0.3,0.2879,0.87,0.194,5,15,20,Malam (21–04)
1437,2011-03-05,Spring,2011,3,3,0,Sat,0,Misty,0.3,0.2879,0.87,0.194,0,2,2,Malam (21–04)
1438,2011-03-05,Spring,2011,3,4,0,Sat,0,Misty,0.3,0.303,0.93,0.1642,0,1,1,Malam (21–04)
1439,2011-03-05,Spring,2011,3,5,0,Sat,0,Misty,0.3,0.303,1.0,0.1343,0,3,3,Pagi (05–11)
1440,2011-03-05,Spring,2011,3,6,0,Sat,0,Misty,0.3,0.2879,1.0,0.2239,1,3,4,Pagi (05–11)
1441,2011-03-05,Spring,2011,3,7,0,Sat,0,Misty,0.3,0.2727,1.0,0.2985,5,10,15,Pagi (05–11)
1442,2011-03-05,Spring,2011,3,8,0,Sat,0,Misty,0.3,0.2727,1.0,0.2985,11,34,45,Pagi (05–11)
1443,2011-03-05,Spring,2011,3,9,0,Sat,0,Misty,0.32,0.303,0.93,0.2239,15,48,63,Pagi (05–11)
1444,2011-03-05,Spring,2011,3,10,0,Sat,0,Misty,0.34,0.3333,0.93,0.194,34,69,103,Pagi (05–11)
1445,2011-03-05,Spring,2011,3,11,0,Sat,0,Misty,0.4,0.4091,0.76,0.2239,43,116,159,Pagi (05–11)
1446,2011-03-05,Spring,2011,3,12,0,Sat,0,Misty,0.44,0.4394,0.67,0.2537,46,121,167,Siang (12–16)
1447,2011-03-05,Spring,2011,3,13,0,Sat,0,Misty,0.46,0.4545,0.67,0.2836,60,130,190,Siang (12–16)
1448,2011-03-05,Spring,2011,3,14,0,Sat,0,Misty,0.48,0.4697,0.59,0.2836,80,118,198,Siang (12–16)
1449,2011-03-05,Spring,2011,3,15,0,Sat,0,Misty,0.46,0.4545,0.63,0.2985,83,122,205,Siang (12–16)
1450,2011-03-05,Spring,2011,3,16,0,Sat,0,Misty,0.48,0.4697,0.59,0.2985,74,130,204,Siang (12–16)
1451,2011-03-05,Spring,2011,3,17,0,Sat,0,Misty,0.48,0.4697,0.59,0.3582,60,104,164,Sore (17–20)
1452,2011-03-05,Spring,2011,3,18,0,Sat,0,Misty,0.48,0.4697,0.59,0.3284,37,115,152,Sore (17–20)
1453,2011-03-05,Spring,2011,3,19,0,Sat,0,Misty,0.46,0.4545,0.67,0.3284,27,62,89,Sore (17–20)
1454,2011-03-05,Spring,2011,3,20,0,Sat,0,Misty,0.44,0.4394,0.77,0.3284,12,58,70,Sore (17–20)
1455,2011-03-05,Spring,2011,3,21,0,Sat,0,Misty,0.44,0.4394,0.72,0.3284,12,60,72,Malam (21–04)
1456,2011-03-05,Spring,2011,3,22,0,Sat,0,Misty,0.42,0.4242,0.77,0.2985,16,47,63,Malam (21–04)
1457,2011-03-05,Spring,2011,3,23,0,Sat,0,Misty,0.44,0.4394,0.77,0.2985,10,34,44,Malam (21–04)
1458,2011-03-06,Spring,2011,3,0,0,Sun,0,Misty,0.42,0.4242,0.77,0.3582,11,41,52,Malam (21–04)
1459,2011-03-06,Spring,2011,3,1,0,Sun,0,Misty,0.42,0.4242,0.77,0.2836,12,27,39,Malam (21–04)
1460,2011-03-06,Spring,2011,3,2,0,Sun,0,Misty,0.4,0.4091,0.82,0.2836,5,27,32,Malam (21–04)
1461,2011-03-06,Spring,2011,3,3,0,Sun,0,Misty,0.42,0.4242,0.82,0.2985,2,9,11,Malam (21–04)
1462,2011-03-06,Spring,2011,3,4,0,Sun,0,Misty,0.42,0.4242,0.88,0.3582,0,3,3,Malam (21–04)
1463,2011-03-06,Spring,2011,3,6,0,Sun,0,Misty,0.42,0.4242,0.94,0.3582,1,1,2,Pagi (05–11)
1464,2011-03-06,Spring,2011,3,7,0,Sun,0,Light Snow/Rain,0.42,0.4242,1.0,0.4478,0,5,5,Pagi (05–11)
1465,2011-03-06,Spring,2011,3,8,0,Sun,0,Misty,0.4,0.4091,1.0,0.2985,1,8,9,Pagi (05–11)
1466,2011-03-06,Spring,2011,3,9,0,Sun,0,Misty,0.42,0.4242,1.0,0.2836,4,18,22,Pagi (05–11)
1467,2011-03-06,Spring,2011,3,10,0,Sun,0,Misty,0.42,0.4242,1.0,0.2985,4,27,31,Pagi (05–11)
1468,2011-03-06,Spring,2011,3,11,0,Sun,0,Misty,0.42,0.4242,1.0,0.2239,18,44,62,Pagi (05–11)
1469,2011-03-06,Spring,2011,3,12,0,Sun,0,Misty,0.46,0.4545,0.94,0.3284,10,69,79,Siang (12–16)
1470,2011-03-06,Spring,2011,3,13,0,Sun,0,Misty,0.46,0.4545,0.94,0.3582,22,83,105,Siang (12–16)
1471,2011-03-06,Spring,2011,3,14,0,Sun,0,Light Snow/Rain,0.44,0.4394,1.0,0.2239,12,27,39,Siang (12–16)
1472,2011-03-06,Spring,2011,3,15,0,Sun,0,Light Snow/Rain,0.44,0.4394,1.0,0.2239,3,4,7,Siang (12–16)
1473,2011-03-06,Spring,2011,3,16,0,Sun,0,Light Snow/Rain,0.36,0.3333,1.0,0.2836,3,8,11,Siang (12–16)
1474,2011-03-06,Spring,2011,3,17,0,Sun,0,Light Snow/Rain,0.34,0.303,1.0,0.2985,2,23,25,Sore (17–20)
1475,2011-03-06,Spring,2011,3,18,0,Sun,0,Light Snow/Rain,0.32,0.2879,1.0,0.3582,0,23,23,Sore (17–20)
1476,2011-03-06,Spring,2011,3,19,0,Sun,0,Light Snow/Rain,0.3,0.2576,1.0,0.4925,0,11,11,Sore (17–20)
1477,2011-03-06,Spring,2011,3,20,0,Sun,0,Light Snow/Rain,0.28,0.2424,1.0,0.4179,3,8,11,Sore (17–20)
1478,2011-03-06,Spring,2011,3,21,0,Sun,0,Light Snow/Rain,0.24,0.1818,0.93,0.6119,1,6,7,Malam (21–04)
1479,2011-03-06,Spring,2011,3,22,0,Sun,0,Misty,0.22,0.197,1.0,0.3881,0,10,10,Malam (21–04)
1480,2011-03-06,Spring,2011,3,23,0,Sun,0,Misty,0.22,0.197,1.0,0.4179,0,9,9,Malam (21–04)
1481,2011-03-07,Spring,2011,3,0,0,Mon,1,Light Snow/Rain,0.2,0.1818,1.0,0.3284,0,4,4,Malam (21–04)
1482,2011-03-07,Spring,2011,3,1,0,Mon,1,Light Snow/Rain,0.2,0.1818,1.0,0.3284,0,2,2,Malam (21–04)
1483,2011-03-07,Spring,2011,3,3,0,Mon,1,Clear,0.2,0.1515,0.8,0.5821,0,1,1,Malam (21–04)
1484,2011-03-07,Spring,2011,3,4,0,Mon,1,Clear,0.2,0.1515,0.8,0.5224,1,0,1,Malam (21–04)
1485,2011-03-07,Spring,2011,3,5,0,Mon,1,Clear,0.2,0.1818,0.75,0.3582,0,1,1,Pagi (05–11)
1486,2011-03-07,Spring,2011,3,6,0,Mon,1,Clear,0.2,0.1818,0.75,0.3881,3,31,34,Pagi (05–11)
1487,2011-03-07,Spring,2011,3,7,0,Mon,1,Clear,0.2,0.1667,0.75,0.4179,3,88,91,Pagi (05–11)
1488,2011-03-07,Spring,2011,3,8,0,Mon,1,Clear,0.2,0.1818,0.75,0.3881,11,200,211,Pagi (05–11)
1489,2011-03-07,Spring,2011,3,9,0,Mon,1,Clear,0.22,0.1818,0.64,0.4627,5,129,134,Pagi (05–11)
1490,2011-03-07,Spring,2011,3,10,0,Mon,1,Clear,0.24,0.2121,0.6,0.2985,15,43,58,Pagi (05–11)
1491,2011-03-07,Spring,2011,3,11,0,Mon,1,Clear,0.26,0.2121,0.48,0.4478,19,41,60,Pagi (05–11)
1492,2011-03-07,Spring,2011,3,12,0,Mon,1,Clear,0.3,0.2727,0.42,0.4179,28,68,96,Siang (12–16)
1493,2011-03-07,Spring,2011,3,13,0,Mon,1,Clear,0.32,0.2879,0.36,0.3881,16,54,70,Siang (12–16)
1494,2011-03-07,Spring,2011,3,14,0,Mon,1,Clear,0.32,0.2879,0.36,0.4179,21,56,77,Siang (12–16)
1495,2011-03-07,Spring,2011,3,15,0,Mon,1,Clear,0.34,0.303,0.31,0.3881,32,64,96,Siang (12–16)
1496,2011-03-07,Spring,2011,3,16,0,Mon,1,Clear,0.34,0.303,0.31,0.3582,26,96,122,Siang (12–16)
1497,2011-03-07,Spring,2011,3,17,0,Mon,1,Clear,0.34,0.303,0.29,0.3582,27,206,233,Sore (17–20)
1498,2011-03-07,Spring,2011,3,18,0,Mon,1,Clear,0.32,0.303,0.31,0.2239,19,214,233,Sore (17–20)
1499,2011-03-07,Spring,2011,3,19,0,Mon,1,Clear,0.3,0.2879,0.33,0.2239,11,134,145,Sore (17–20)
1500,2011-03-07,Spring,2011,3,20,0,Mon,1,Clear,0.3,0.303,0.33,0.1642,5,87,92,Sore (17–20)
1501,2011-03-07,Spring,2011,3,21,0,Mon,1,Clear,0.28,0.2727,0.38,0.2239,1,53,54,Malam (21–04)
1502,2011-03-07,Spring,2011,3,22,0,Mon,1,Clear,0.26,0.2576,0.48,0.1642,1,34,35,Malam (21–04)
1503,2011-03-07,Spring,2011,3,23,0,Mon,1,Clear,0.28,0.3182,0.48,0.0,0,22,22,Malam (21–04)
1504,2011-03-08,Spring,2011,3,0,0,Tue,1,Clear,0.26,0.2879,0.48,0.0896,1,9,10,Malam (21–04)
1505,2011-03-08,Spring,2011,3,1,0,Tue,1,Clear,0.24,0.2424,0.52,0.1343,0,4,4,Malam (21–04)
1506,2011-03-08,Spring,2011,3,2,0,Tue,1,Clear,0.24,0.2424,0.52,0.1343,1,0,1,Malam (21–04)
1507,2011-03-08,Spring,2011,3,3,0,Tue,1,Clear,0.24,0.2576,0.52,0.0896,5,2,7,Malam (21–04)
1508,2011-03-08,Spring,2011,3,4,0,Tue,1,Clear,0.22,0.2727,0.64,0.0,0,2,2,Malam (21–04)
1509,2011-03-08,Spring,2011,3,5,0,Tue,1,Clear,0.2,0.2273,0.69,0.1045,2,8,10,Pagi (05–11)
1510,2011-03-08,Spring,2011,3,6,0,Tue,1,Clear,0.2,0.2576,0.59,0.0,3,42,45,Pagi (05–11)
1511,2011-03-08,Spring,2011,3,7,0,Tue,1,Clear,0.18,0.197,0.64,0.1343,9,119,128,Pagi (05–11)
1512,2011-03-08,Spring,2011,3,8,0,Tue,1,Clear,0.22,0.2273,0.55,0.194,10,247,257,Pagi (05–11)
1513,2011-03-08,Spring,2011,3,9,0,Tue,1,Clear,0.26,0.2576,0.41,0.1642,11,140,151,Pagi (05–11)
1514,2011-03-08,Spring,2011,3,10,0,Tue,1,Misty,0.3,0.2879,0.33,0.194,25,46,71,Pagi (05–11)
1515,2011-03-08,Spring,2011,3,11,0,Tue,1,Misty,0.36,0.3485,0.25,0.1642,26,52,78,Pagi (05–11)
1516,2011-03-08,Spring,2011,3,12,0,Tue,1,Misty,0.36,0.3788,0.23,0.0,29,70,99,Siang (12–16)
1517,2011-03-08,Spring,2011,3,13,0,Tue,1,Misty,0.38,0.3939,0.25,0.1045,25,73,98,Siang (12–16)
1518,2011-03-08,Spring,2011,3,14,0,Tue,1,Misty,0.38,0.3939,0.2,0.0,16,56,72,Siang (12–16)
1519,2011-03-08,Spring,2011,3,15,0,Tue,1,Misty,0.36,0.3788,0.18,0.0,35,77,112,Siang (12–16)
1520,2011-03-08,Spring,2011,3,16,0,Tue,1,Clear,0.38,0.3939,0.27,0.1642,26,82,108,Siang (12–16)
1521,2011-03-08,Spring,2011,3,17,0,Tue,1,Clear,0.36,0.3485,0.27,0.2239,39,209,248,Sore (17–20)
1522,2011-03-08,Spring,2011,3,18,0,Tue,1,Clear,0.34,0.3333,0.27,0.194,21,214,235,Sore (17–20)
1523,2011-03-08,Spring,2011,3,19,0,Tue,1,Clear,0.34,0.3485,0.31,0.1045,9,141,150,Sore (17–20)
1524,2011-03-08,Spring,2011,3,20,0,Tue,1,Clear,0.32,0.3333,0.39,0.0896,2,74,76,Sore (17–20)
1525,2011-03-08,Spring,2011,3,21,0,Tue,1,Clear,0.3,0.2879,0.49,0.194,7,68,75,Malam (21–04)
1526,2011-03-08,Spring,2011,3,22,0,Tue,1,Clear,0.3,0.2879,0.49,0.2239,11,44,55,Malam (21–04)
1527,2011-03-08,Spring,2011,3,23,0,Tue,1,Clear,0.28,0.2727,0.61,0.194,3,38,41,Malam (21–04)
1528,2011-03-09,Spring,2011,3,0,0,Wed,1,Clear,0.26,0.2879,0.65,0.0896,0,9,9,Malam (21–04)
1529,2011-03-09,Spring,2011,3,1,0,Wed,1,Clear,0.26,0.2727,0.52,0.1343,0,4,4,Malam (21–04)
1530,2011-03-09,Spring,2011,3,2,0,Wed,1,Clear,0.26,0.2727,0.52,0.1343,1,1,2,Malam (21–04)
1531,2011-03-09,Spring,2011,3,3,0,Wed,1,Clear,0.24,0.2576,0.7,0.0896,1,2,3,Malam (21–04)
1532,2011-03-09,Spring,2011,3,4,0,Wed,1,Clear,0.24,0.2576,0.75,0.1045,0,2,2,Malam (21–04)
1533,2011-03-09,Spring,2011,3,5,0,Wed,1,Misty,0.24,0.2424,0.81,0.1343,1,7,8,Pagi (05–11)
1534,2011-03-09,Spring,2011,3,6,0,Wed,1,Misty,0.24,0.2576,0.85,0.1045,5,44,49,Pagi (05–11)
1535,2011-03-09,Spring,2011,3,7,0,Wed,1,Misty,0.24,0.2424,0.87,0.1642,18,123,141,Pagi (05–11)
1536,2011-03-09,Spring,2011,3,8,0,Wed,1,Misty,0.24,0.2424,0.87,0.1343,11,238,249,Pagi (05–11)
1537,2011-03-09,Spring,2011,3,9,0,Wed,1,Misty,0.26,0.2424,0.87,0.2537,5,136,141,Pagi (05–11)
1538,2011-03-09,Spring,2011,3,10,0,Wed,1,Misty,0.3,0.2879,0.75,0.2537,8,49,57,Pagi (05–11)
1539,2011-03-09,Spring,2011,3,11,0,Wed,1,Misty,0.32,0.2879,0.76,0.3881,15,44,59,Pagi (05–11)
1540,2011-03-09,Spring,2011,3,12,0,Wed,1,Misty,0.32,0.303,0.76,0.2537,14,84,98,Siang (12–16)
1541,2011-03-09,Spring,2011,3,13,0,Wed,1,Misty,0.32,0.2879,0.76,0.3582,17,82,99,Siang (12–16)
1542,2011-03-09,Spring,2011,3,14,0,Wed,1,Misty,0.34,0.303,0.76,0.2985,10,61,71,Siang (12–16)
1543,2011-03-09,Spring,2011,3,15,0,Wed,1,Misty,0.36,0.3333,0.71,0.2985,15,64,79,Siang (12–16)
1544,2011-03-09,Spring,2011,3,16,0,Wed,1,Misty,0.34,0.303,0.76,0.3284,10,102,112,Siang (12–16)
1545,2011-03-09,Spring,2011,3,17,0,Wed,1,Misty,0.34,0.303,0.76,0.2985,18,176,194,Sore (17–20)
1546,2011-03-09,Spring,2011,3,18,0,Wed,1,Misty,0.34,0.3182,0.76,0.2537,12,176,188,Sore (17–20)
1547,2011-03-09,Spring,2011,3,19,0,Wed,1,Misty,0.34,0.303,0.76,0.3284,11,123,134,Sore (17–20)
1548,2011-03-09,Spring,2011,3,20,0,Wed,1,Misty,0.32,0.3182,0.87,0.194,4,87,91,Sore (17–20)
1549,2011-03-09,Spring,2011,3,21,0,Wed,1,Misty,0.32,0.303,0.93,0.3284,10,52,62,Malam (21–04)
1550,2011-03-09,Spring,2011,3,22,0,Wed,1,Light Snow/Rain,0.32,0.3182,0.93,0.1642,4,17,21,Malam (21–04)
1551,2011-03-09,Spring,2011,3,23,0,Wed,1,Light Snow/Rain,0.34,0.3333,0.93,0.194,1,17,18,Malam (21–04)
1552,2011-03-10,Spring,2011,3,0,0,Thu,1,Light Snow/Rain,0.34,0.3182,0.0,0.2537,3,0,3,Malam (21–04)
1553,2011-03-10,Spring,2011,3,1,0,Thu,1,Light Snow/Rain,0.34,0.3182,0.0,0.2537,0,2,2,Malam (21–04)
